Title,Company,Experience,Salary,Location,Skills,Link,Skills_List,Experience_Years
production supervisor,bharat rubber works,2-5 yrs,Not Disclosed,mumbai,production supervisor production supervising production,https://www.naukri.com/job-listings-production-supervisor-bharat-rubber-works-pvt-ltd-mumbai-2-to-5-years-190225503393,['production supervisor production supervising production'],2
production engineer peb,interarch building products,2-5 yrs,3-4.75 lacs pa,naidupet attivaram,pre engineered building team handling heavy fabrication steel fabrication welding structural production engineering saw,https://www.naukri.com/job-listings-production-engineer-peb-interarch-building-products-naidupet-attivaram-2-to-5-years-181021002305,['pre engineered building team handling heavy fabrication steel fabrication welding structural production engineering saw'],2
dot net developer,nico info systems,2-4 yrs,Not Disclosed,hyderabad,oracle 9i vbnet oracle programming developing html vb sybase,https://www.naukri.com/job-listings-dot-net-developer-nico-systems-hyderabad-2-to-4-years-180518500855,['oracle 9i vbnet oracle programming developing html vb sybase'],2
dot net c developers,nico info systems,2-5 yrs,Not Disclosed,hyderabad,oracle 9i c vbnet oracle developer developing html vb,https://www.naukri.com/job-listings-dot-net-c-developers-nico-systems-hyderabad-2-to-5-years-180518500853,['oracle 9i c vbnet oracle developer developing html vb'],2
dot net,digitaltrust technologies,2-5 yrs,Not Disclosed,hyderabad,iis web technologies linux architecture mysql web development winforms entity framework,https://www.naukri.com/job-listings-dot-net-digitaltrust-technologies-private-hyderabad-2-to-5-years-181224501818,['iis web technologies linux architecture mysql web development winforms entity framework'],2
dot net developer,zenindo solutions,4-7 yrs,Not Disclosed,hyderabad,ms sql css c aspnet html mvc bootstrap sql server,https://www.naukri.com/job-listings-dot-net-developer-zenindo-solutions-pvt-ltd-hyderabad-4-to-7-years-180923500873,['ms sql css c aspnet html mvc bootstrap sql server'],4
dot net c support developer,nico info systems,2-5 yrs,Not Disclosed,hyderabad,c oracle 9i c vbnet oracle developing html vb,https://www.naukri.com/job-listings-dot-net-c-support-developer-nico-systems-hyderabad-2-to-5-years-180518500856,['c oracle 9i c vbnet oracle developing html vb'],2
dot net fullstack developer,rq technologies llp,1-3 yrs,Not Disclosed,remote,c net core angular sql web api aspnet dot net,https://www.naukri.com/job-listings-dot-net-fullstack-developer-rq-technologies-llp-thiruvananthapuram-1-to-3-years-190225010077,['c net core angular sql web api aspnet dot net'],1
dot net technical lead,m7 associates llp,5-9 yrs,10-12 lacs pa,rajkot,c aspnet core aspnet mvc aspnet web api net frameworks entity framework wcf wpf,https://www.naukri.com/job-listings-dot-net-technical-lead-m7-associates-llp-rajkot-5-to-9-years-180325025862,['c aspnet core aspnet mvc aspnet web api net frameworks entity framework wcf wpf'],5
dot net developer,traverse360,5-9 yrs,Not Disclosed,hyderabad new delhi,net dot development,https://www.naukri.com/job-listings-dot-net-developer-traverse360-hyderabad-new-delhi-5-to-9-years-181224502186,['net dot development'],5
full stack dot net developer,sparkle web,1-4 yrs,Not Disclosed,surat,it services version control postgresql integration testing javascript agile entity framework html,https://www.naukri.com/job-listings-full-stack-dot-net-developer-sparkle-web-surat-1-to-4-years-190225503598,['it services version control postgresql integration testing javascript agile entity framework html'],1
dot net developer,gyanmatrix,3-8 yrs,Not Disclosed,bengaluru,rca root cause analysis javascript entity framework mvc unit testing jira bugzilla,https://www.naukri.com/job-listings-dot-net-developer-gyanmatrix-bengaluru-3-to-8-years-181224502951,['rca root cause analysis javascript entity framework mvc unit testing jira bugzilla'],3
dot net full stack developer,irisidea,5-10 yrs,Not Disclosed,bengaluru,sap consulting agile test cases apache data mining analytics sql,https://www.naukri.com/job-listings-dot-net-full-stack-developer-irisidea-technologies-bengaluru-5-to-10-years-180325503243,['sap consulting agile test cases apache data mining analytics sql'],5
it technical recruiter,clover infotech,3-8 yrs,Not Disclosed,mumbaiandheri east 1,it recruitment technical recruitment talent acquisition recruitment acquisition technical,https://www.naukri.com/job-listings-it-technical-recruiter-clover-infotech-mumbai-3-to-8-years-190225022281,['it recruitment technical recruitment talent acquisition recruitment acquisition technical'],3
dot net developer,puresoftware,5-7 yrs,Not Disclosed,noida,server css adonet net development ajax jquery sql database design,https://www.naukri.com/job-listings-dot-net-developer-puresoftware-noida-5-to-7-years-180325501055,['server css adonet net development ajax jquery sql database design'],5
dot net developer,gyanmatrix,5-9 yrs,Not Disclosed,bengaluru,sql queries tomcat coding jsp manager technology aspnet net hr,https://www.naukri.com/job-listings-dot-net-developer-gyanmatrix-bengaluru-5-to-9-years-181224502808,['sql queries tomcat coding jsp manager technology aspnet net hr'],5
principal digital engineernet,mott macdonald,5-7 yrs,Not Disclosed,bengaluru,c aspnet core reactjs net php vb communication skills digital,https://www.naukri.com/job-listings-principal-digital-engineer-net-mott-macdonald-bengaluru-5-to-7-years-180325502242,['c aspnet core reactjs net php vb communication skills digital'],5
dot net  project management,diverse lynx,7-8 yrs,Not Disclosed,bengaluru,delivery management team management project management adonet agile project planning resource management resource planning,https://www.naukri.com/job-listings-dot-net-project-management-diverse-lynx-bengaluru-7-to-8-years-190221500491,['delivery management team management project management adonet agile project planning resource management resource planning'],7
tool room engineer,sarita die works,1-4 yrs,Not Disclosed,mumbai,room tools tool room,https://www.naukri.com/job-listings-tool-room-engineer-sarita-die-works-mumbai-1-to-4-years-190225502540,['room tools tool room'],1
urgent opening for dot net developer  noida  sector 62,fintech industry,3-6 yrs,5-15 lacs pa,noida,net c angular microservices architecture net development aspnet mvc architecture architecture,https://www.naukri.com/job-listings-urgent-opening-for-dot-net-developer-noida-sector-62-talent-corner-hr-services-noida-3-to-6-years-190225012043,['net c angular microservices architecture net development aspnet mvc architecture architecture'],3
dot net developer,pleasant inc,2-6 yrs,Not Disclosed,hyderabad,leadership training software development life cycle manager technology management development life cycle dot net training,https://www.naukri.com/job-listings-dot-net-developer-pleasant-inc-hyderabad-2-to-6-years-180319501206,['leadership training software development life cycle manager technology management development life cycle dot net training'],2
dot net developer juniorsenior,altostratus solutions,4-9 yrs,Not Disclosed,hyderabad,erp automation web services jquery xml javascript php wcf,https://www.naukri.com/job-listings-dot-net-developer-junior-senior-altostratus-solutions-hyderabad-4-to-9-years-170820500488,['erp automation web services jquery xml javascript php wcf'],4
electrical production supervisor,aatithyaa techno india,3-8 yrs,2.25-3.75 lacs pa,coimbatoresharp nagar 1,control panel wiring pcc single line diagram apfc electrical schematic design skilled in control panel manufacturing work panel designing,https://www.naukri.com/job-listings-electrical-production-supervisor-aatithyaa-techno-india-private-limited-coimbatore-3-to-8-years-180325010939,['control panel wiring pcc single line diagram apfc electrical schematic design skilled in control panel manufacturing work panel designing'],3
dot net developer,policybazaar,2-7 yrs,7-15 lacs pa,gurugram,c net core sql aspnet core net dot aspnet development,https://www.naukri.com/job-listings-dot-net-developer-policybazaar-gurugram-2-to-7-years-180325015384,['c net core sql aspnet core net dot aspnet development'],2
hiring for dot net developer,pioneer e solutions,2-3 yrs,Not Disclosed,new delhi,coding net aspnet deployment ms visual studionet microsoft software solutions monitoring,https://www.naukri.com/job-listings-hiring-for-dot-net-developer-pioneer-e-solutions-pvt-ltd-new-delhi-2-to-3-years-180225500111,['coding net aspnet deployment ms visual studionet microsoft software solutions monitoring'],2
dot net developer,vidyavision,4-5 yrs,Not Disclosed,hyderabad,software development coding database design debugging aspnet mvc application software software solutions,https://www.naukri.com/job-listings-dot-net-developer-vidyavision-hyderabad-4-to-5-years-170924507063,['software development coding database design debugging aspnet mvc application software software solutions'],4
dot net  php  c   mean stack developer,margsoft technologies,2-5 yrs,Not Disclosed,lucknow,c php development dot net mean stack mean stack development mean,https://www.naukri.com/job-listings-dot-net-php-c-mean-stack-developer-margsoft-technologies-lucknow-2-to-5-years-180225504842,['c php development dot net mean stack mean stack development mean'],2
software engineer,ebixcash,5-10 yrs,Not Disclosed,mumbai all areasandheri,production support web services window services vb net aspnet sql server angular js javascript net,https://www.naukri.com/job-listings-software-engineer-ebixcash-mumbai-all-areas-5-to-10-years-180325018826,['production support web services window services vb net aspnet sql server angular js javascript net'],5
senior dot net developer,ecodelinfotel,4-8 yrs,Not Disclosed,hyderabad,architectural design cloud unit testing object oriented programming aws sql senior design,https://www.naukri.com/job-listings-senior-dot-net-developer-ecodel-infotel-pvt-ltd-hyderabad-4-to-8-years-170924506368,['architectural design cloud unit testing object oriented programming aws sql senior design'],4
dot net developer replacement,pradeepit consulting services,3-7 yrs,Not Disclosed,coimbatore,architecture sql server integration services aspnet power bi mvc stored procedures data visualization ssis,https://www.naukri.com/job-listings-dot-net-developer-replacement-pradeepit-coimbatore-3-to-7-years-180225503521,['architecture sql server integration services aspnet power bi mvc stored procedures data visualization ssis'],3
dot net developer,devon software services,3-7 yrs,Not Disclosed,bengaluru,web technologies web services tdd javascript aspnet net mvc unit testing,https://www.naukri.com/job-listings-dot-net-developer-prowareness-software-services-private-limited-bengaluru-3-to-7-years-180320501613,['web technologies web services tdd javascript aspnet net mvc unit testing'],3
dot net core developer,pradeepit consulting services,2-5 yrs,Not Disclosed,gurugram,linq web technologies database design entity framework aspnet mvc sql dot,https://www.naukri.com/job-listings-dot-net-core-developer-pradeepit-gurugram-2-to-5-years-180225503522,['linq web technologies database design entity framework aspnet mvc sql dot'],2
dot net developer,yagna technologies,3-9 yrs,Not Disclosed,hyderabad,sql server 2008 jquery c html5 it consulting javascript entity framework visual studio,https://www.naukri.com/job-listings-dot-net-developer-yagna-technologies-private-limited-hyderabad-3-to-9-years-171224500463,['sql server 2008 jquery c html5 it consulting javascript entity framework visual studio'],3
technical lead dot net,overture rede,5-9 yrs,Not Disclosed,bengaluru,backend front end architecture coding development lead technical lead troubleshooting recruitment,https://www.naukri.com/job-listings-technical-lead-dot-net-overture-rede-pvt-ltd-bengaluru-5-to-9-years-170924507802,['backend front end architecture coding development lead technical lead troubleshooting recruitment'],5
dot net developer,quadraforce technologies,6-8 yrs,Not Disclosed,bengaluru,performance tuning linux rdbms mysql javascript agile data structures html,https://www.naukri.com/job-listings-dot-net-developer-quadraforce-technologies-bengaluru-6-to-8-years-171224500309,['performance tuning linux rdbms mysql javascript agile data structures html'],6
c  dot net  python  angular developer,tecqubes technologies,3-8 yrs,Not Disclosed,bengaluru,c data analysis coding debugging javascript html scrum visual studio,https://www.naukri.com/job-listings-c-dot-net-python-angular-developer-tecqubes-technologies-india-pvt-ltd-bengaluru-3-to-8-years-170924507838,['c data analysis coding debugging javascript html scrum visual studio'],3
dot net full stack,fusion plus solutions,3-6 yrs,Not Disclosed,hyderabad,performance tuning jquery linq mysql debugging javascript entity framework html,https://www.naukri.com/job-listings-dot-net-full-stack-fusion-plus-solutions-inc-hyderabad-3-to-6-years-170924505965,['performance tuning jquery linq mysql debugging javascript entity framework html'],3
dot net full stack with mvc,augusta infotech,3-7 yrs,Not Disclosed,bengaluru,css asp  net mvc key skills c  sql server javascript entity framework  net developer,https://www.naukri.com/job-listings-dot-net-full-stack-with-mvc-augusta-infotech-bengaluru-3-to-7-years-170921500030,['css asp  net mvc key skills c  sql server javascript entity framework  net developer'],3
dot net developer,fusion plus solutions,8-10 yrs,Not Disclosed,hyderabad,tsql front end web technologies coding javascript aspnet webex net,https://www.naukri.com/job-listings-dot-net-developer-fusion-plus-solutions-inc-hyderabad-8-to-10-years-170924508612,['tsql front end web technologies coding javascript aspnet webex net'],8
dot net with azure devops,diverse lynx,4-8 yrs,Not Disclosed,bengaluru,unix iis c powershell devops aspnet subject matter expertise sql,https://www.naukri.com/job-listings-dot-net-with-azure-devops-diverse-lynx-bengaluru-4-to-8-years-170821501573,['unix iis c powershell devops aspnet subject matter expertise sql'],4
senior engineer,renault nissan technology and business centre india rntbci,8-13 yrs,Not Disclosed,chennai,ergonomics production engineering engineering projects senior project engineering production,https://www.naukri.com/job-listings-senior-engineer-renault-nissan-technology-business-centre-indiapvt-ltd-chennai-8-to-13-years-170225501074,['ergonomics production engineering engineering projects senior project engineering production'],8
civil procurement engineer,maruti suzuki,2-7 yrs,7-15 lacs pa,gurugram,civil purchase procurement material procurement cement steel materials civil purchase,https://www.naukri.com/job-listings-civil-procurement-engineer-maruti-suzuki-gurugram-2-to-7-years-170325006032,['civil purchase procurement material procurement cement steel materials civil purchase'],2
